DateTime,AddedIPs,RemovedIPs
1584316564,60,0
1584317785,290,54
1584318483,39,1
1584319323,63,94
1584319691,11,10
1584320163,57,0
1584321623,17,11
1584322083,156,68
1584323536,12,4
1584324604,180,169
1584325464,12,8
1584325806,67,55
1584327365,11,11
1584329289,157,84
1584330004,104,73
1584331232,13,8
1584331804,97,98
1584332043,7,0
1584333135,67,7
1584333983,76,85
1584335053,11,8
1584335370,73,44
1584336973,11,6
1584338163,152,83
1584338909,10,7
1584339243,59,1326
1584340811,12,9
1584340924,93,93
1584342730,13,19
1584342843,81,46
1584344666,14,9
1584346829,107,99
1584347704,154,132
1584348754,15,9
1584349472,93,66
1584350045,24,0
1584350647,11,7
1584350884,31,1
1584352582,13,6
1584353459,119,115
1584354486,10,9
1584355325,89,89
1584356418,7,473
1584357244,117,46
1584358353,56,19
1584359764,82,107
1584360255,214,0
1584360904,247,42
1584362187,18,17
1584362403,70,65
1584364098,8,7
1584364444,83,59
1584365283,27,0
1584366026,9,11
1584366778,52,85
1584367933,6,7
1584368104,62,37
1584369863,12,11
1584370564,111,88
1584370815,2030,0
1584371770,11,13
1584372484,75,46
1584373328,40,98
1584373690,8,8
1584375645,54,51
1584375959,41,0
1584376926,47,90
1584377529,12,10
1584377764,39,0
1584378903,43,43
1584379446,5,5
1584380105,59,67
1584381381,11,3
1584383291,109,106
1584384003,76,55
1584385233,11,9
1584385454,67,69
1584387131,7,4
1584387911,587,1
1584388525,73,86
1584389051,11,11
1584389703,55,40
1584390989,8,10
1584392923,137,94
1584393244,64,16
1584394083,33,0
1584394809,9,8
1584394925,35,76
1584396728,12,6
1584396843,81,38
1584398662,7,10
1584400569,79,158
1584401283,115,61
1584402491,5,18
1584404428,310,123
1584405005,48,54
1584406327,10,8
1584408250,128,75
1584409324,85,101
1584410182,3,10
1584411243,88,33
1584412331,6,8
1584412504,48,44
1584414253,5,9
1584415686,136,52
1584416185,10,12
1584416523,38,76
1584418090,6,5
1584418206,88,48
1584419283,30,2
1584420029,12,10
1584420127,38,71
1584421937,7,5
1584423867,168,170
1584425773,116,51
1584427692,81,88
1584428411,255,508
1584429243,86,45
1584429621,27,9
1584430504,59,67
1584431527,17,11
1584431674,57,27
1584432903,34,54
1584433462,11,8
1584434524,81,92
1584435365,14,16
1584435616,42,1
1584437287,51,47
1584438124,68,96
1584439227,25,8
1584439804,62,50
1584441128,12,8
1584443053,73,638
1584443404,114,335
1584444987,26,13
1584446914,264,0
1584447243,159,167
1584447311,0,1522
1584448083,30,1
1584448811,19,9
1584448924,29,103
1584450727,12,14
1584450914,1335,90
1584452661,10,7
1584454569,62,111
1584456491,131,176
1584456903,66,38
1584458422,19,15
1584458883,80,77
1584459726,25,140
1584460326,18,11
1584461405,42,87
1584462246,11,13
1584463326,38,118
1584464164,22,8
1584465243,88,77
1584466083,19,7
1584466655,149,100
1584468028,20,11
1584468843,428,614
1584469930,10,7
1584470022,98,89
1584472098,90,39
1584472503,87,52
1584473703,54,92
1584474007,12,14
1584474303,765,0
1584475061,87,38
1584475942,16,13
1584476043,71,72
1584477847,11,11
1584478564,178,136
1584479773,66,107
1584481705,105,128
1584482104,73,26
1584483604,21,12
1584484083,115,58
1584485524,20,8
1584487458,88,158
1584487683,123,75
1584489365,13,14
1584490443,161,185
1584491533,280,0
1584492963,90,151
1584493452,5,16
1584494104,55,61
1584494884,30,1
1584495386,11,8
1584495724,41,123
1584497296,9,10
1584497405,73,65
1584499229,13,10
1584501138,140,147
1584501258,59,60
1584503062,3,12
1584503704,116,172
1584504966,10,12
1584505687,69,74
1584506901,518,5
1584507304,99,108
1584508812,53,64
1584510126,72,111
1584510728,9,11
1584510963,26,0
1584512662,7,8
1584513305,116,138
1584514568,12,8
1584515186,78,108
1584515643,11,0
1584516486,7,12
1584516904,39,93
1584518423,7,15
1584518491,63,105
1584520330,9,8
1584520806,69,81
1584521763,52,23
1584522760,13,25
1584522903,33,69
1584523684,32,0
1584524648,4,11
1584525364,66,121
1584526568,6,14
1584528504,110,162
1584530409,10,493
1584531304,116,443
1584532330,20,21
1584532996,59,82
1584533644,23,0
1584534261,290,0
1584535323,73,94
1584536163,25,6
1584537243,72,55
1584537312,0,2048
1584538087,9,14
1584539111,286,0
1584540031,73,115
1584540605,43,54
1584541928,8,6
1584544103,66,9
1584544443,91,136
1584546008,9,10
1584547474,84,142
1584547943,9,12
1584548043,36,0
1584549844,8,8
1584551774,165,161
1584552960,255,255
1584553689,104,112
1584554163,36,0
1584555624,10,20
1584556924,127,175
1584557552,8,15
1584558114,60,78
1584559446,5,18
1584559683,87,0
1584561378,7,779
1584561605,67,112
1584562203,50,83
1584563285,7,10
1584564124,90,101
1584565207,5,12
1584565805,57,57
1584567142,12,13
1584569310,115,141
1584569403,40,59
1584571207,11,14
1584572582,113,165
1584573129,5,10
1584574204,69,72
1584575062,12,21
1584576970,338,93
1584577504,38,2
1584578524,41,119
1584578889,6,4
1584580443,82,61
1584580820,5,18
1584582003,48,84
1584582728,9,2
1584584111,579,72
1584584650,9,7
1584584704,34,0
1584585725,42,141
1584586579,9,5
1584587406,63,68
1584588487,3,8
1584589324,83,104
1584590410,7,10
1584591243,61,60
1584592345,7,12
1584592925,48,114
1584594251,3,7
1584594605,81,53
1584596168,8,10
1584598102,52,97
1584598445,100,83
1584599283,40,0
1584600010,7,17
1584600127,36,108
1584600964,44,0
1584601931,7,20
1584602044,38,88
1584602883,33,0
1584603867,38,129
1584605771,69,96
1584606484,32,0
1584607687,5,15
1584608104,49,114
1584609617,9,11
1584610923,112,181
1584611526,9,20
1584611763,54,0
1584613445,11,14
1584613683,106,58
1584614525,32,136
1584615377,10,15
1584616203,98,47
1584617287,10,554
1584618124,106,88
1584619216,249,1
1584620104,45,55
1584621144,18,10
1584621367,62,64
1584623311,77,25
1584623705,61,64
1584625214,20,12
1584626781,153,171
1584627133,10,9
1584627916,46,0
1584629060,12,9
1584629404,74,85
1584630969,6,12
1584631798,120,93
1584632890,6,6
1584633363,52,24
1584634503,42,37
1584634817,9,8
1584636124,83,89
1584636726,26,10
1584638043,67,43
1584638647,5,6
1584639604,71,72
1584640577,10,6
1584640878,80,84
1584641644,44,0
1584642484,12,8
1584643322,90,77
1584644416,12,16
1584645243,101,67
1584645313,505,762
1584646343,11,3
1584647104,64,90
1584648505,11,10
1584649204,116,52
1584650414,8,8
1584651364,102,89
1584652329,8,10
1584652505,47,70
1584653283,41,1
1584654261,14,3
1584654964,83,123
1584656171,7,6
1584658095,113,127
1584660016,29,12
1584660604,159,164
1584661932,18,13
1584662164,76,538
1584663846,183,0
1584664083,75,49
1584665780,34,7
1584666843,106,143
1584667685,11,6
1584668104,61,72
1584669615,9,10
1584670443,113,72
1584671544,12,6
1584671901,254,0
1584672124,81,118
1584673713,7,14
1584674043,73,47
1584675608,14,4
1584675904,74,96
1584677552,9,6
1584679451,165,150
1584681392,70,44
1584682680,61,103
1584683289,12,6
1584683808,36,27
1584684843,46,57
1584685213,9,6
1584685684,34,1
1584686526,31,93
1584687137,8,11
1584687669,42,75
1584689054,11,5
1584690984,133,98
1584691804,47,48
1584692893,11,6
1584693724,68,100
1584694827,9,11
1584695644,72,55
1584696737,17,6
1584697504,76,93
1584698901,19,2
1584699243,73,51
1584700820,23,15
1584700924,66,93
1584702731,43,391
1584702843,88,52
1584703683,33,0
1584704645,12,11
1584705415,56,112
1584706591,181,0
1584706803,43,59
1584707284,18,0
1584708489,10,8
1584709274,69,157
1584710408,12,8
1584710883,47,1
1584711724,24,95
1584712338,11,8
1584713403,50,29
1584714247,15,8
1584715324,68,72
1584716175,11,9
1584718087,64,37
1584718923,130,109
1584720010,21,4
1584720843,184,37
1584721928,8,6
1584722523,70,88
1584723363,37,1
1584724102,21,7
1584724504,45,52
1584726007,5,3
1584727932,282,139
1584728111,750,255
1584729858,170,117
1584731772,123,59
1584733326,80,112
