DateTime,Entries,UniqueIPs
1583634262,82,82
1583636214,80,80
1583638102,81,81
1583640278,80,80
1583642181,81,81
1583644119,79,79
1583646020,80,80
1583647960,81,81
1583649878,80,80
1583651780,77,77
1583653701,79,79
1583655616,79,79
1583657562,80,80
1583659458,79,79
1583661388,81,81
1583663565,80,80
1583667378,79,79
1583669330,80,80
1583678910,79,79
1583680817,81,81
1583682736,81,81
1583684714,82,82
1583690644,83,83
1583692581,82,82
1583694529,82,82
1583696418,82,82
1583700279,79,79
1583704100,79,79
1583706063,81,81
1583707934,81,81
1583709857,83,83
1583711834,82,82
1583713696,81,81
1583715885,74,74
1583717776,72,72
1583719742,71,71
1583721620,74,74
1583723542,75,75
1583725459,76,76
1583729299,75,75
1583731243,74,74
1583733134,73,73
1583735058,72,72
1583737011,73,73
1583740944,70,70
1583742759,71,71
1583744669,70,70
1583746577,69,69
1583748563,69,69
1583750428,72,72
1583752339,75,75
1583756190,74,74
1583758095,73,73
1583763857,74,74
1583767693,72,72
1583769743,71,71
1583771564,73,73
1583775385,72,72
1583777335,72,72
1583779238,72,72
1583781147,74,74
1583783063,73,73
1583784983,75,75
1583786903,74,74
1583790762,74,74
1583792675,74,74
1583794596,75,75
1583796528,75,75
1583798645,77,77
1583800601,78,78
1583802521,77,77
1583806350,75,75
1583808283,72,72
1583810200,72,72
1583812102,74,74
1583815960,75,75
1583817864,73,73
1583823921,72,72
1583825782,75,75
1583827699,78,78
1583829641,78,78
1583831540,77,77
1583833453,78,78
1583835378,78,78
1583837298,76,76
1583841174,75,75
1583844976,75,75
1583846926,74,74
1583849777,77,77
1583857727,76,76
1583861809,78,78
1583863704,76,76
1583865623,76,76
1583867563,76,76
1583869473,78,78
1583871428,77,77
1583875232,76,76
1583877139,77,77
1583879064,76,76
1583880984,72,72
1583882897,74,74
1583885019,73,73
1583886972,73,73
1583888894,77,77
1583890830,78,78
1583892739,79,79
1583896583,78,78
1583898493,75,75
1583902332,74,74
1583908098,74,74
1583910232,73,73
1583912174,70,70
1583914103,70,70
1583916017,69,69
1583917942,69,69
1583921775,69,69
1583923699,68,68
1583931375,68,68
1583933295,69,69
1583935452,67,67
1583937376,67,67
1583939182,68,68
1583941004,67,67
1583942902,70,70
1583944843,72,72
1583946756,71,71
1583948659,71,71
1583950620,70,70
1583952514,71,71
1583954455,70,70
1583956336,69,69
1583958278,70,70
1583960188,71,71
1583962098,72,72
1583964197,71,71
1583966200,72,72
1583968093,70,70
1583970015,71,71
1583971947,73,73
1583973856,75,75
1583975778,75,75
1583977700,75,75
1583979622,76,76
1583981558,77,77
1583983467,76,76
1583985381,76,76
1583987296,77,77
1583989535,83,83
1583991386,84,84
1583995241,84,84
1583997141,84,84
1583999068,84,84
1584002936,85,85
1584004916,86,86
1584006752,86,86
1584008938,87,87
1584013033,88,88
1584014912,89,89
1584016825,89,89
1584018776,90,90
1584020679,89,89
1584024535,90,90
1584026554,91,91
1584028367,89,89
1584030277,88,88
1584032205,87,87
1584034124,86,86
1584036287,85,85
1584038179,86,86
1584042089,87,87
1584043971,91,91
1584045899,88,88
1584049954,87,87
1584051868,85,85
1584053796,88,88
1584055704,89,89
1584057853,88,88
1584059798,87,87
1584061701,89,89
1584065549,90,90
1584067465,90,90
1584069382,89,89
1584071309,88,88
1584073248,89,89
1584075147,91,91
1584077084,91,91
1584078989,92,92
1584083151,94,94
1584084991,91,91
1584086900,90,90
1584088823,91,91
1584090748,90,90
1584092687,89,89
1584094585,92,92
1584096522,91,91
1584100337,92,92
1584102260,91,91
1584104176,96,96
1584106102,97,97
1584108983,96,96
1584112826,95,95
1584114744,95,95
1584116690,94,94
1584123465,95,95
1584125325,95,95
1584127289,96,96
1584129183,94,94
1584131073,92,92
1584132985,91,91
1584137011,93,93
1584138995,97,97
1584140905,94,94
1584142855,95,95
1584144770,94,94
1584146673,95,95
1584148592,94,94
1584150506,97,97
1584152430,94,94
1584154367,91,91
1584156267,90,90
1584158219,89,89
1584162194,86,86
1584164182,86,86
1584166124,87,87
1584169938,86,86
1584175699,86,86
1584181489,84,84
1584183382,85,85
1584187527,84,84
1584189628,86,86
1584191590,82,82
1584193468,81,81
1584195392,79,79
1584199460,79,79
1584201405,81,81
1584203314,82,82
1584205413,83,83
1584207383,84,84
1584209301,83,83
1584211215,83,83
1584213134,80,80
1584215066,82,82
1584216982,83,83
1584218900,85,85
1584223104,85,85
1584225246,83,83
1584227163,82,82
1584228989,81,81
1584230979,82,82
1584232825,85,85
1584234742,85,85
1584236665,86,86
1584238604,87,87
1584240506,86,86
1584242434,91,91
1584244354,89,89
1584246263,88,88
1584252270,88,88
1584254178,87,87
1584256095,88,88
1584258043,89,89
1584261880,89,89
1584263782,90,90
1584265699,91,91
1584267640,90,90
1584269564,88,88
1584271470,87,87
1584277462,86,86
1584279398,85,85
1584281338,84,84
1584283216,83,83
1584287071,84,84
1584288998,84,84
1584290904,85,85
1584292841,84,84
1584294736,86,86
1584296655,85,85
1584300496,86,86
1584302581,86,86
1584304522,85,85
1584306351,84,84
1584308196,85,85
1584310116,84,84
1584313953,83,83
1584315855,82,82
1584317794,81,81
1584319699,82,82
1584321633,83,83
1584323559,83,83
1584325476,85,85
1584327378,82,82
1584329304,79,79
1584331404,80,80
1584333393,81,81
1584335316,82,82
1584337217,80,80
1584339148,79,79
1584341078,81,81
1584343054,82,82
1584344906,82,82
1584346848,85,85
1584348769,84,84
1584350661,86,86
1584352629,86,86
1584354498,86,86
1584356600,89,89
1584358598,90,90
1584360762,96,96
1584362657,95,95
1584364776,95,95
1584366750,97,97
1584368660,99,99
1584370630,102,102
1584372495,103,103
1584376349,102,102
1584378311,100,100
1584380181,99,99
1584384016,101,101
1584387902,98,98
1584389780,98,98
1584391717,98,98
1584393632,99,99
1584395537,98,98
1584397456,99,99
1584399395,99,99
1584401296,100,100
1584404446,99,99
1584408260,99,99
1584410196,99,99
1584412398,98,98
1584414344,99,99
1584416216,97,97
1584420045,96,96
1584421970,97,97
1584423894,98,98
1584425794,100,100
1584427704,99,99
1584429654,98,98
1584433502,93,93
1584435377,93,93
1584437300,91,91
1584439479,94,94
1584441406,95,95
1584443295,97,97
1584445216,97,97
1584447138,94,94
1584449073,93,93
1584450987,94,94
1584452903,91,91
1584454864,89,89
1584456792,86,86
1584458667,86,86
1584460614,86,86
1584464641,85,85
1584466591,84,84
1584470414,84,84
1584472379,86,86
1584474303,87,87
1584476184,88,88
1584478121,90,90
1584480025,89,89
1584481936,88,88
1584483905,89,89
1584485779,88,88
1584487699,89,89
1584489681,90,90
1584491545,91,91
1584493525,91,91
1584495403,89,89
1584497313,92,92
1584502005,90,90
1584504113,90,90
1584505938,89,89
1584507866,91,91
1584509791,90,90
1584511709,90,90
1584515587,88,88
1584517459,90,90
1584519621,91,91
1584523501,92,92
1584525389,91,91
1584527309,92,92
1584529357,91,91
1584531391,90,90
1584533566,89,89
1584535475,88,88
1584537389,88,88
1584539310,87,87
1584545075,88,88
1584546973,88,88
1584548893,90,90
1584551126,88,88
1584552974,89,89
1584554910,90,90
1584556814,91,91
1584558990,90,90
1584560932,91,91
1584562866,90,90
1584564760,90,90
1584566662,91,91
1584568599,90,90
1584570517,94,94
1584573416,95,95
1584575347,94,94
1584577327,93,93
1584579189,94,94
1584583000,92,92
1584584904,92,92
1584587052,93,93
1584589229,92,92
1584591142,91,91
1584593082,92,92
1584595011,90,90
1584596928,91,91
1584598884,91,91
1584600740,92,92
1584602658,90,90
1584604598,88,88
1584606502,88,88
1584608642,88,88
1584610830,89,89
1584612744,86,86
1584614678,83,83
1584616586,84,84
1584618504,82,82
1584620431,81,81
1584624257,81,81
1584628097,82,82
1584630194,81,81
1584632005,80,80
1584633949,76,76
1584635781,75,75
1584637740,76,76
1584641601,73,73
1584643475,73,73
1584647316,72,72
1584649252,73,73
1584651147,73,73
1584653092,74,74
1584654993,75,75
1584656948,74,74
1584659144,77,77
1584660981,78,78
1584662907,82,82
1584664817,80,80
1584666743,80,80
1584670591,79,79
1584672506,82,82
1584674430,83,83
1584676364,82,82
1584678287,81,81
1584680195,83,83
1584682105,83,83
1584685007,83,83
1584686899,84,84
1584688830,85,85
1584690739,86,86
1584692670,83,83
1584694599,83,83
1584696496,82,82
1584700588,84,84
1584702500,83,83
1584704450,85,85
1584706356,87,87
1584708263,89,89
1584710205,86,86
1584712110,87,87
1584714044,86,86
1584715984,88,88
1584721753,87,87
1584723881,85,85
1584725780,85,85
1584727709,85,85
1584729616,86,86
1584733484,88,88
1584735391,88,88
1584737333,89,89
1584739269,96,96
1584741193,95,95
1584743060,94,94
1584744996,94,94
1584747157,93,93
1584749077,89,89
1584750981,90,90
1584752908,94,94
1584754822,95,95
1584758673,95,95
1584760579,94,94
1584762499,94,94
1584766356,92,92
1584768263,92,92
1584770193,92,92
1584772106,94,94
1584774291,96,96
1584778115,97,97
1584780023,96,96
1584781942,96,96
1584785782,95,95
1584787713,96,96
1584789677,97,97
