DateTime,AddedIPs,RemovedIPs
1583516896,1,0
1583520735,0,3
1583522655,0,1
1583524569,1,0
1583528480,1,0
1583530338,1,2
1583534175,1,0
1583536111,0,1
1583539942,2,1
1583541856,1,1
1583543775,1,0
1583545700,0,1
1583547614,1,0
1583549531,3,1
1583551454,1,2
1583553374,0,1
1583555290,1,1
1583557340,1,0
1583561294,2,0
1583563211,1,0
1583565132,0,2
1583569001,1,4
1583570915,1,2
1583572836,2,1
1583574732,1,0
1583576675,0,1
1583580512,2,2
1583582541,1,2
1583588417,0,1
1583590218,0,1
1583593957,1,2
1583595851,1,0
1583597781,0,2
1583603530,1,1
1583607394,407,0
1583609290,600,1
1583611357,2,1
1583613162,2,1
1583615328,0,1
1583617240,0,2
1583619135,1,0
1583621054,2,1
1583622997,2,0
1583624895,1,0
1583626830,1,1
1583628777,1,2
1583632592,3,1
1583634493,0,1
1583637643,3,2
1583641465,3,1
1583643395,0,1
1583645300,1,1
1583647326,1,2
1583649183,1,2
1583652042,1,0
1583655868,0,2
1583657773,2,0
1583659716,0,1
1583662599,3,2
1583664502,1,0
1583666435,1,1
1583668337,0,1
1583672198,1,1
1583680095,0,2
1583682014,1,0
1583685874,1,0
1583689698,1,1
1583691636,3,0
1583693533,0,312
1583695458,2,695
1583697394,1,0
1583699304,0,2
1583701397,2,1
1583703373,1,1
1583705327,1,1
1583707235,1,2
1583709137,1,2
1583712978,2,2
1583714900,2,1
1583718757,1,1
1583722596,1,2
1583724517,0,2
1583726587,1,0
1583728582,0,2
1583730525,1,0
1583732420,2,3
1583734347,3,1
1583740097,1,1
1583743934,0,3
1583747796,1,1
1583749695,0,2
1583751794,0,1
1583753771,1,1
1583755730,1,0
1583757615,1,0
1583759539,1,0
1583761501,1,1
1583763400,1,0
1583769134,1,1
1583771055,0,2
1583774947,3,0
1583776918,1,2
1583778761,1,2
1583780935,0,2
1583782844,0,1
1583786682,0,1
1583788608,0,2
1583790498,1,1
1583792417,0,1
1583794355,2,2
1583798173,0,1
1583800096,1,0
1583802079,0,2
1583803933,2,0
1583805929,0,1
1583807785,0,1
1583809719,2,0
1583811611,1,0
1583813550,1,1
1583815460,1,1
1583819292,1,2
1583821235,0,2
1583823131,1,0
1583826972,3,2
1583828920,1,0
1583833691,1,1
1583835639,2,0
1583839454,2,0
1583841377,1,0
1583843287,1,1
1583846172,0,1
1583848120,0,1
1583850048,2,1
